eu_sdg,table,table_label,unit,unit_label,geo,geo_label,time,obs_value,obs_status
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PL,Poland,2008,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PL,Poland,2009,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PL,Poland,2010,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PL,Poland,2011,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PL,Poland,2012,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PL,Poland,2013,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PL,Poland,2014,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PL,Poland,2015,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PL,Poland,2016,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PL,Poland,2017,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PL,Poland,2018,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PL,Poland,2019,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PL,Poland,2020,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PL,Poland,2021,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PT,Portugal,2000,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PT,Portugal,2001,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PT,Portugal,2002,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PT,Portugal,2003,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PT,Portugal,2004,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PT,Portugal,2005,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PT,Portugal,2006,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PT,Portugal,2007,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PT,Portugal,2008,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PT,Portugal,2009,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PT,Portugal,2010,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PT,Portugal,2011,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PT,Portugal,2012,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PT,Portugal,2013,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PT,Portugal,2014,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PT,Portugal,2015,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PT,Portugal,2016,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PT,Portugal,2017,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PT,Portugal,2018,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PT,Portugal,2019,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PT,Portugal,2020,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,PT,Portugal,2021,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,RO,Romania,2000,0.15,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,RO,Romania,2001,0.15,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,RO,Romania,2002,0.145,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,RO,Romania,2003,0.16,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,RO,Romania,2004,0.114,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,RO,Romania,2005,0.12,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,RO,Romania,2006,0.107,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,RO,Romania,2007,0.13,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,RO,Romania,2008,0.127,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,RO,Romania,2009,0.127,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,RO,Romania,2010,0.084,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,RO,Romania,2011,0.09,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,RO,Romania,2012,0.102,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,RO,Romania,2013,0.09,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,RO,Romania,2014,0.101,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,RO,Romania,2015,0.105,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,RO,Romania,2016,0.085,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,RO,Romania,2017,0.08,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,RO,Romania,2018,0.095,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,RO,Romania,2019,0.097,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,RO,Romania,2020,0.107,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,RO,Romania,2021,0.087,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SE,Sweden,2000,0.009,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SE,Sweden,2001,0.01,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SE,Sweden,2002,0.012,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SE,Sweden,2003,0.011,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SE,Sweden,2004,0.014,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SE,Sweden,2005,0.012,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SE,Sweden,2006,0.012,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SE,Sweden,2007,0.011,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SE,Sweden,2008,0.011,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SE,Sweden,2009,0.01,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SE,Sweden,2010,0.012,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SE,Sweden,2011,0.012,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SE,Sweden,2012,0.01,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SE,Sweden,2013,0.01,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SE,Sweden,2014,0.009,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SE,Sweden,2015,0.008,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SE,Sweden,2016,0.008,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SE,Sweden,2017,0.007,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SE,Sweden,2018,0.007,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SE,Sweden,2019,0.007,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SE,Sweden,2020,0.007,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SE,Sweden,2021,0.007,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SI,Slovenia,2000,0.048,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SI,Slovenia,2001,0.047,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SI,Slovenia,2002,0.045,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SI,Slovenia,2003,0.043,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SI,Slovenia,2004,0.031,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SI,Slovenia,2005,0.038,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SI,Slovenia,2006,0.054,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SI,Slovenia,2007,0.046,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SI,Slovenia,2008,0.032,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SI,Slovenia,2009,0.034,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SI,Slovenia,2010,0.026,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SI,Slovenia,2011,0.032,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SI,Slovenia,2012,0.035,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SI,Slovenia,2013,0.023,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SI,Slovenia,2014,0.027,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SI,Slovenia,2015,0.045,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SI,Slovenia,2016,0.039,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SI,Slovenia,2017,0.033,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SI,Slovenia,2018,0.029,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SI,Slovenia,2019,0.029,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SI,Slovenia,2020,0.029,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SI,Slovenia,2021,0.029,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SK,Slovakia,2000,0.184,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SK,Slovakia,2001,0.163,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SK,Slovakia,2002,0.143,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SK,Slovakia,2003,0.186,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SK,Slovakia,2004,0.153,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SK,Slovakia,2005,0.12,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SK,Slovakia,2006,0.117,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SK,Slovakia,2007,0.119,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SK,Slovakia,2008,0.108,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SK,Slovakia,2009,0.104,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SK,Slovakia,2010,0.073,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SK,Slovakia,2011,0.081,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SK,Slovakia,2012,0.102,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SK,Slovakia,2013,0.085,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SK,Slovakia,2014,0.104,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SK,Slovakia,2015,0.092,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SK,Slovakia,2016,0.096,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SK,Slovakia,2017,0.072,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SK,Slovakia,2018,0.072,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SK,Slovakia,2019,0.071,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SK,Slovakia,2020,0.055,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,SK,Slovakia,2021,0.05,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IS,Iceland,2000,0.008,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IS,Iceland,2001,0.008,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IS,Iceland,2002,0.009,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IS,Iceland,2003,0.009,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IS,Iceland,2004,0.013,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IS,Iceland,2005,0.013,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IS,Iceland,2006,0.008,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IS,Iceland,2007,0.011,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IS,Iceland,2008,0.007,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IS,Iceland,2009,0.002,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IS,Iceland,2010,0.006,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IS,Iceland,2011,0.008,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IS,Iceland,2012,0.006,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IS,Iceland,2013,0.007,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IS,Iceland,2014,0.01,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IS,Iceland,2015,0.007,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IS,Iceland,2016,0.026,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IS,Iceland,2017,0.022,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IS,Iceland,2018,0.023,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IS,Iceland,2019,0.026,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IS,Iceland,2020,0.021,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,IS,Iceland,2021,0.021,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LI,Liechtenstein,2000,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LI,Liechtenstein,2001,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LI,Liechtenstein,2002,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LI,Liechtenstein,2003,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LI,Liechtenstein,2004,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LI,Liechtenstein,2005,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LI,Liechtenstein,2006,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LI,Liechtenstein,2007,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LI,Liechtenstein,2008,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LI,Liechtenstein,2009,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LI,Liechtenstein,2010,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LI,Liechtenstein,2011,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LI,Liechtenstein,2012,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LI,Liechtenstein,2013,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LI,Liechtenstein,2014,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LI,Liechtenstein,2015,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LI,Liechtenstein,2016,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LI,Liechtenstein,2017,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LI,Liechtenstein,2018,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LI,Liechtenstein,2019,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LI,Liechtenstein,2020,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,LI,Liechtenstein,2021,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,NO,Norway,2000,0.004,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,NO,Norway,2001,0.003,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,NO,Norway,2002,0.004,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,NO,Norway,2003,0.002,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,NO,Norway,2004,0.003,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,NO,Norway,2005,0.002,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,NO,Norway,2006,0.004,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,NO,Norway,2007,0.005,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,NO,Norway,2008,0.003,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,NO,Norway,2009,0.003,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,NO,Norway,2010,0.004,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,NO,Norway,2011,0.005,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,NO,Norway,2012,0.005,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,NO,Norway,2013,0.005,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,NO,Norway,2014,0.005,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,NO,Norway,2015,0.003,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,NO,Norway,2016,0.003,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,NO,Norway,2017,0.004,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,NO,Norway,2018,0.004,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,NO,Norway,2019,0.004,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,NO,Norway,2020,0.004,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,NO,Norway,2021,0.005,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,CH,Switzerland,2000,0.025,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,CH,Switzerland,2001,0.025,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,CH,Switzerland,2002,0.022,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,CH,Switzerland,2003,0.02,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,CH,Switzerland,2004,0.021,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,CH,Switzerland,2005,0.02,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,CH,Switzerland,2006,0.024,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,CH,Switzerland,2007,0.02,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,CH,Switzerland,2008,0.019,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,CH,Switzerland,2009,0.019,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,CH,Switzerland,2010,0.019,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,CH,Switzerland,2011,0.021,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,CH,Switzerland,2012,0.019,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,CH,Switzerland,2013,0.015,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,CH,Switzerland,2014,0.016,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,CH,Switzerland,2015,0.021,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,CH,Switzerland,2016,0.019,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,CH,Switzerland,2017,0.016,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,CH,Switzerland,2018,0.013,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,CH,Switzerland,2019,0.015,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,CH,Switzerland,2020,0.016,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,CH,Switzerland,2021,0.016,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,BA,Bosnia and Herzegovina,2000,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,BA,Bosnia and Herzegovina,2001,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,BA,Bosnia and Herzegovina,2002,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,BA,Bosnia and Herzegovina,2003,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,BA,Bosnia and Herzegovina,2004,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,BA,Bosnia and Herzegovina,2005,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,BA,Bosnia and Herzegovina,2006,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,BA,Bosnia and Herzegovina,2007,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,BA,Bosnia and Herzegovina,2008,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,BA,Bosnia and Herzegovina,2009,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,BA,Bosnia and Herzegovina,2010,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,BA,Bosnia and Herzegovina,2011,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,BA,Bosnia and Herzegovina,2012,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,BA,Bosnia and Herzegovina,2013,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,BA,Bosnia and Herzegovina,2014,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,BA,Bosnia and Herzegovina,2015,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,BA,Bosnia and Herzegovina,2016,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,BA,Bosnia and Herzegovina,2017,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,BA,Bosnia and Herzegovina,2018,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,BA,Bosnia and Herzegovina,2019,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,BA,Bosnia and Herzegovina,2020,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,BA,Bosnia and Herzegovina,2021,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ME,Montenegro,2000,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ME,Montenegro,2001,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ME,Montenegro,2002,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ME,Montenegro,2003,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ME,Montenegro,2004,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ME,Montenegro,2005,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ME,Montenegro,2006,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ME,Montenegro,2007,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ME,Montenegro,2008,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ME,Montenegro,2009,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ME,Montenegro,2010,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ME,Montenegro,2011,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ME,Montenegro,2012,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ME,Montenegro,2013,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ME,Montenegro,2014,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ME,Montenegro,2015,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ME,Montenegro,2016,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ME,Montenegro,2017,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ME,Montenegro,2018,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ME,Montenegro,2019,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ME,Montenegro,2020,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,ME,Montenegro,2021,,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,MK,North Macedonia,2000,0.473,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,MK,North Macedonia,2001,0.271,
06_50,PO4_MG_L,Phosphate in rivers,MG_L,mg PO4 per litre,MK,North Macedonia,2002,0.397,
